,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
1979,Staphylococcus aureus VET0468R[gi|61679xxxx],Yersinia pseudotuberculosis[gi|90009xxxx],,Calothrix sp. PCC 7103[gi|51832xxxx],,,,,,,
1980,Staphylococcus aureus VET0478R[gi|61679xxxx],Delftia[gi|50356xxxx],,Wolbachia endosymbiont of Culex quinquefasciatus[gi|49451xxxx],,,,,,,
1981,Staphylococcus aureus VET0470R[gi|61680xxxx],Delftia sp. Cs1-4[gi|33374xxxx],,Wolbachia endosymbiont of Culex quinquefasciatus JHB[gi|21299xxxx],,,,,,,
1982,Staphylococcus aureus VET0486R[gi|61680xxxx],Kosakonia radicincitans[gi|76307xxxx],,Sphingobacterium sp. PM2-P1-29[gi|78622xxxx],,,,,,,
1983,Staphylococcus aureus VET0481R[gi|61680xxxx],Kosakonia radicincitans YD4[gi|75786xxxx],,Sphingobacterium sp. PM2-P1-29[gi|67271xxxx],,,,,,,
1984,Staphylococcus aureus VET0485R[gi|61680xxxx],Dickeya paradisiaca[gi|50633xxxx],,Chryseobacterium piperi[gi|73667xxxx],,,,,,,
1985,Staphylococcus aureus VET0488R[gi|61681xxxx],Dickeya paradisiaca Ech703[gi|24213xxxx],,Chryseobacterium piperi[gi|67124xxxx],,,,,,,
1986,Staphylococcus aureus VET0519S[gi|61681xxxx],Yersinia aldovae[gi|90253xxxx],,Shinella sp. SUS2[gi|91321xxxx],,,,,,,
1987,Staphylococcus aureus VET0596R[gi|61681xxxx],Yersinia aldovae[gi|89296xxxx],,Shinella sp. GWS1[gi|91634xxxx],,,,,,,
1988,Staphylococcus aureus VET0645S[gi|61682xxxx],Brenneria goodwinii[gi|87394xxxx],,Chryseobacterium[gi|83530xxxx],,,,,,,
1989,Staphylococcus aureus VET0657S[gi|61682xxxx],Brenneria goodwinii[gi|85759xxxx],,Rivularia sp. PCC 7116[gi|50493xxxx],,,,,,,
1990,Staphylococcus aureus VET0779S[gi|61683xxxx],Xanthomonas vasicola[gi|51568xxxx],,Rivularia sp. PCC 7116[gi|42737xxxx],,,,,,,
1991,Staphylococcus aureus VET0787S[gi|61683xxxx],Xanthomonas vasicola pv. vasculorum NCPPB 206[gi|66716xxxx],,Klebsiella pneumoniae IS10[gi|57120xxxx],,,,,,,
1992,Staphylococcus aureus VET0809S[gi|61683xxxx],Klebsiella[gi|69583xxxx],,Klebsiella pneumoniae MGH 35[gi|58370xxxx],,,,,,,
1993,Staphylococcus aureus VET0810S[gi|61684xxxx],Proteus vulgaris[gi|85758xxxx],,Klebsiella pneumoniae[gi|83959xxxx],,,,,,,
1994,Staphylococcus aureus VET0919S[gi|61684xxxx],Frateuria sp. Soil773[gi|94729xxxx],,Klebsiella pneumoniae[gi|83970xxxx],,,,,,,
1995,Staphylococcus aureus VET0920S[gi|61684xxxx],Frateuria sp. Soil773[gi|94643xxxx],,Clostridioides mangenotii[gi|63944xxxx],,,,,,,
1996,Staphylococcus aureus VET1035S[gi|61686xxxx],Dickeya[gi|74246xxxx],,Chryseobacterium indologenes[gi|82366xxxx],,,,,,,
1997,Staphylococcus aureus VET1048S[gi|61686xxxx],Serratia proteamaculans[gi|50109xxxx],,Flectobacillus major[gi|76331xxxx],,,,,,,
1998,Staphylococcus aureus VET1054S[gi|61686xxxx],Serratia proteamaculans 568[gi|15732xxxx],,Nostoc piscinale CENA21[gi|93035xxxx],,,,,,,
1999,Staphylococcus aureus VET1052S[gi|61686xxxx],Proteus hauseri[gi|55923xxxx],,Desulfovibrio sp. U5L[gi|49639xxxx],,,,,,,
2000,Staphylococcus aureus VET1068S[gi|61687xxxx],Proteus hauseri ZMd44[gi|55864xxxx],,Desulfovibrio sp. U5L[gi|38573xxxx],,,,,,,
2001,Staphylococcus aureus VET1088S[gi|61687xxxx],Xanthomonas vasicola[gi|70410xxxx],,Planococcus antarcticus[gi|49388xxxx],,,,,,,
2002,Staphylococcus aureus VET1104S[gi|61687xxxx],Xanthomonas vasicola[gi|70412xxxx],,Planococcus antarcticus DSM 14505[gi|38846xxxx],,,,,,,
2003,Staphylococcus aureus VET1168S[gi|61688xxxx],Paraburkholderia ferrariae[gi|65477xxxx],,Chryseobacterium vrystaatense[gi|73673xxxx],,,,,,,
2004,Staphylococcus aureus VET1181S[gi|61688xxxx],Xanthomonas[gi|51573xxxx],,Chryseobacterium vrystaatense[gi|67124xxxx],,,,,,,
2005,Staphylococcus aureus VET1245S[gi|61688xxxx],Salmonella enterica subsp. enterica serovar Virchow str. ATCC 51955[gi|55405xxxx],,Peptococcaceae bacterium BRH_c23[gi|78084xxxx],,,,,,,
2006,Staphylococcus aureus VET1411S[gi|61688xxxx],Burkholderia cenocepacia[gi|50129xxxx],,Desulfosporosinus sp. BICA1-9[gi|78092xxxx],,,,,,,
2007,Staphylococcus aureus VET1434S[gi|61689xxxx],Burkholderia cenocepacia MC0-3[gi|16981xxxx],,Citrobacter freundii[gi|93865xxxx],,,,,,,
2008,Staphylococcus aureus VET1468S[gi|61689xxxx],Yersinia intermedia[gi|91284xxxx],,Chryseobacterium sp. YR460[gi|83521xxxx],,,,,,,
2009,Staphylococcus aureus VET1495S[gi|61689xxxx],Yersinia intermedia[gi|89334xxxx],,Rhodanobacter denitrificans[gi|49477xxxx],,,,,,,
2010,Staphylococcus aureus VET1499S[gi|61689xxxx],Vibrio parahaemolyticus V-223/04[gi|58209xxxx],,Rhodanobacter denitrificans[gi|38844xxxx],,,,,,,
2011,Staphylococcus aureus VET1519S[gi|61690xxxx],Xanthomonas citri pv. citri[gi|31358xxxx],,Rhodanobacter denitrificans[gi|45994xxxx],,,,,,,
2012,Staphylococcus aureus VET1526S[gi|61690xxxx],Stenotrophomonas maltophilia[gi|92290xxxx],,Algoriphagus marincola HL-49[gi|93828xxxx],,,,,,,
2013,Staphylococcus aureus VET1727S[gi|61691xxxx],Serratia symbiotica[gi|74966xxxx],,Turicibacter sanguinis[gi|94174xxxx],,,,,,,
2014,Staphylococcus aureus VET1738S[gi|61691xxxx],Serratia symbiotica[gi|66901xxxx],,Turicibacter sanguinis[gi|93297xxxx],,,,,,,
2015,Staphylococcus aureus VET1816S[gi|61691xxxx],Yersinia[gi|75571xxxx],,Citrobacter freundii[gi|74085xxxx],,,,,,,
2016,Staphylococcus aureus VET1779S[gi|61692xxxx],Yersinia frederiksenii Y225[gi|75529xxxx],,Citrobacter freundii CFNIH1[gi|61973xxxx],,,,,,,
2017,Staphylococcus aureus VET1817S[gi|61692xxxx],Yersinia kristensenii[gi|75543xxxx],,Enterobacteriaceae[gi|48993xxxx],,,,,,,
2018,Staphylococcus aureus VET1822S[gi|61692xxxx],Yersinia enterocolitica[gi|89992xxxx],,Citrobacter freundii ATCC 8090 = MTCC 1658[gi|41177xxxx],,,,,,,
2019,Staphylococcus aureus VET1831R[gi|61693xxxx],Yersinia enterocolitica[gi|89994xxxx],,Citrobacter freundii UCI 31[gi|57556xxxx],,,,,,,
2020,Staphylococcus aureus VET1832R[gi|61693xxxx],Xanthomonas gardneri[gi|82174xxxx],,Citrobacter freundii RLS1[gi|58829xxxx],,,,,,,
2021,Staphylococcus aureus VET1834R[gi|61693xxxx],Xanthomonas gardneri[gi|82175xxxx],,Citrobacter freundii NBRC 12681[gi|68984xxxx],,,,,,,
2022,Staphylococcus aureus VET1838R[gi|61694xxxx],Xanthomonas gardneri[gi|82175xxxx],,Citrobacter freundii[gi|76385xxxx],,,,,,,
2023,Staphylococcus aureus VET1835R[gi|61694xxxx],Xanthomonas gardneri[gi|82175xxxx],,Citrobacter sp. MGH103[gi|83857xxxx],,,,,,,
2024,Staphylococcus aureus VET1839R[gi|61694xxxx],Xanthomonas gardneri[gi|82176xxxx],,Citrobacter sp. BIDMC107[gi|83859xxxx],,,,,,,
2025,Staphylococcus aureus VET1843R[gi|61694xxxx],Xanthomonadaceae[gi|82249xxxx],,Citrobacter sp. MGH109[gi|83860xxxx],,,,,,,
2026,Staphylococcus aureus VET1844R[gi|61695xxxx],Stenotrophomonas maltophilia[gi|51849xxxx],,Algoriphagus marincola[gi|91685xxxx],,,,,,,
2027,Staphylococcus aureus VET1845R[gi|61695xxxx],bacteria symbiont BFo1 of Frankliniella occidentalis[gi|88750xxxx],,Clostridium sp. CL-6[gi|74956xxxx],,,,,,,
2028,Staphylococcus aureus VET1846R[gi|61695xxxx],Stenotrophomonas[gi|89649xxxx],,Citrobacter freundii[gi|89590xxxx],,,,,,,
2029,Staphylococcus aureus VET1848R[gi|61695xxxx],Stenotrophomonas maltophilia[gi|92988xxxx],,Chryseobacterium sp. Leaf394[gi|94741xxxx],,,,,,,
2030,Staphylococcus aureus VET1849R[gi|61696xxxx],Stenotrophomonas maltophilia[gi|94698xxxx],,Chryseobacterium sp. Leaf394[gi|94523xxxx],,,,,,,
2031,Staphylococcus aureus VET1850R[gi|61696xxxx],Stenotrophomonas nitritireducens[gi|94700xxxx],,Cetobacterium sp. ZOR0034[gi|83520xxxx],,,,,,,
2032,Staphylococcus aureus VET1851R[gi|61696xxxx],Pseudomonas[gi|93936xxxx],,Chryseobacterium sp. JM1[gi|73671xxxx],,,,,,,
2033,Staphylococcus aureus VET1852R[gi|61696xxxx],Oleiagrimonas soli[gi|75937xxxx],,Chryseobacterium sp. JM1[gi|67123xxxx],,,,,,,
2034,Staphylococcus aureus VET1853R[gi|61697xxxx],Oleiagrimonas soli[gi|69359xxxx],,Chlorobium phaeobacteroides[gi|50006xxxx],,,,,,,
2035,Staphylococcus aureus VET1854R[gi|61697xxxx],Xanthomonadaceae[gi|82249xxxx],,Chlorobium phaeobacteroides DSM 266[gi|11935xxxx],,,,,,,
2036,Staphylococcus aureus VET1855R[gi|61697xxxx],Xanthomonas euvesicatoria[gi|82178xxxx],,Afipia[gi|64048xxxx],,,,,,,
2037,Staphylococcus aureus VET1856R[gi|61698xxxx],Stenotrophomonas acidaminiphila[gi|93817xxxx],,Chryseobacterium sp. Leaf201[gi|94755xxxx],,,,,,,
2038,Staphylococcus aureus VET1859R[gi|61698xxxx],Pseudoxanthomonas sp. Root630[gi|94599xxxx],,Chryseobacterium sp. Leaf201[gi|94456xxxx],,,,,,,
2039,Staphylococcus aureus VET1860R[gi|61698xxxx],Comamonas testosteroni[gi|50260xxxx],,Chryseobacterium oranimense[gi|75128xxxx],,,,,,,
2040,Staphylococcus aureus VET1861R[gi|61699xxxx],Comamonas testosteroni CNB-2[gi|26221xxxx],,Chryseobacterium oranimense G311[gi|72442xxxx],,,,,,,
2041,Staphylococcus aureus VET1865R[gi|61699xxxx],Dickeya chrysanthemi[gi|74874xxxx],,Citrobacter sp. KTE30[gi|50707xxxx],,,,,,,
2042,Staphylococcus aureus VET1866R[gi|61699xxxx],Caballeronia sordidicola[gi|66664xxxx],,Citrobacter sp. KTE30[gi|50055xxxx],,,,,,,
2043,Staphylococcus aureus VET1867R[gi|61699xxxx],Stenotrophomonas maltophilia[gi|89652xxxx],,SAR86 cluster bacterium SAR86B[gi|40075xxxx],,,,,,,
2044,Staphylococcus aureus VET1868R[gi|61699xxxx],Xanthomonas fragariae[gi|91742xxxx],,Chryseobacterium sp. OV715[gi|83531xxxx],,,,,,,
2045,Staphylococcus aureus VET1871R[gi|61700xxxx],Pectobacterium carotovorum subsp. odoriferum[gi|70031xxxx],,Niabella soli[gi|49586xxxx],,,,,,,
2046,Staphylococcus aureus VET1872R[gi|61700xxxx],Yersinia mollaretii ATCC 43969[gi|23871xxxx],,Niabella soli DSM 19437[gi|57074xxxx],,,,,,,
2047,Staphylococcus aureus VET1873R[gi|61700xxxx],Burkholderia[gi|65429xxxx],,Mesorhizobium plurifarium[gi|75127xxxx],,,,,,,
2048,Staphylococcus aureus VET1877R[gi|61701xxxx],Erwinia tasmaniensis[gi|50140xxxx],,Mesorhizobium plurifarium[gi|68509xxxx],,,,,,,
2049,Staphylococcus aureus VET1875R[gi|61701xxxx],Erwinia tasmaniensis Et1/99[gi|18802xxxx],,Citrobacter freundii[gi|93619xxxx],,,,,,,
2050,Staphylococcus aureus VET1880R[gi|61701xxxx],Burkholderia pseudomallei[gi|75252xxxx],,Sphingobacterium deserti[gi|73964xxxx],,,,,,,
2051,Staphylococcus aureus VET1886R[gi|61701xxxx],Luteimonas sp. FCS-9[gi|82531xxxx],,Sphingobacterium deserti[gi|68846xxxx],,,,,,,
2052,Staphylococcus aureus VET1884R[gi|61702xxxx],Luteimonas sp. FCS-9[gi|82432xxxx],,Mycobacterium rufum[gi|69346xxxx],,,,,,,
2053,Staphylococcus aureus VET1890R[gi|61702xxxx],Xanthomonas[gi|67047xxxx],,Ehrlichia minasensis[gi|77151xxxx],,,,,,,
2054,Staphylococcus aureus VET1892R[gi|61702xxxx],Xanthomonas arboricola[gi|74825xxxx],,Ehrlichia minasensis[gi|72699xxxx],,,,,,,
2055,Staphylococcus aureus VET1893R[gi|61702xxxx],Xanthomonas axonopodis pv. vasculorum[gi|68949xxxx],,Agarivorans albus[gi|51181xxxx],,,,,,,
2056,Staphylococcus aureus VET1895R[gi|61703xxxx],Xanthomonas perforans[gi|82249xxxx],,Agarivorans albus MKT 106[gi|51167xxxx],,,,,,,
2057,Staphylococcus aureus VET1897R[gi|61703xxxx],Xanthomonas perforans[gi|82187xxxx],,Bordetella hinzii[gi|75950xxxx],,,,,,,
2058,Staphylococcus aureus VET1899R[gi|61703xxxx],Xanthomonas perforans[gi|82190xxxx],,Niastella koreensis[gi|50398xxxx],,,,,,,
2059,Staphylococcus aureus VET1901R[gi|61703xxxx],Xanthomonas perforans[gi|82191xxxx],,Niastella koreensis GR20-10[gi|36106xxxx],,,,,,,
2060,Staphylococcus aureus VET1904R[gi|61704xxxx],Xanthomonas perforans[gi|82196xxxx],,Chryseobacterium hispalense[gi|65705xxxx],,,,,,,
2061,Staphylococcus aureus VET1905R[gi|61704xxxx],Xanthomonas perforans[gi|82197xxxx],,Turicibacter sp. HGF1[gi|49729xxxx],,,,,,,
2062,Staphylococcus aureus VET1906R[gi|61704xxxx],Xanthomonas perforans[gi|82197xxxx],,Turicibacter sp. HGF1[gi|32549xxxx],,,,,,,
2063,Staphylococcus aureus VET1908R[gi|61705xxxx],Xanthomonas perforans[gi|82198xxxx],,Alicycliphilus sp. B1[gi|78156xxxx],,,,,,,
2064,Staphylococcus aureus VET1909R[gi|61705xxxx],Xanthomonas perforans[gi|82199xxxx],,[Leptolyngbya[gi|73805xxxx],,,,,,,
2065,Staphylococcus aureus VET1911R[gi|61705xxxx],Rudaea cellulosilytica[gi|51780xxxx],,Bordetella hinzii 5132[gi|62532xxxx],,,,,,,
2066,Staphylococcus aureus VET1912R[gi|61705xxxx],Lysobacter sp. Root983[gi|94632xxxx],,Variovorax paradoxus[gi|75578xxxx],,,,,,,
2067,Staphylococcus aureus VET1913R[gi|61706xxxx],Xanthomonas arboricola[gi|91702xxxx],,Variovorax paradoxus[gi|75535xxxx],,,,,,,
2068,Staphylococcus aureus VET1914R[gi|61706xxxx],Xanthomonas arboricola pv. pruni[gi|63037xxxx],,Turicibacter sanguinis[gi|49383xxxx],,,,,,,
2069,Staphylococcus aureus VET1917S[gi|61706xxxx],Xanthomonas arboricola pv. pruni[gi|93723xxxx],,Turicibacter sanguinis PC909[gi|29264xxxx],,,,,,,
2070,Staphylococcus aureus VET1923S[gi|61706xxxx],Stenotrophomonas maltophilia[gi|89655xxxx],,Simkania negevensis[gi|50371xxxx],,,,,,,
2071,Staphylococcus aureus VET1949S[gi|61707xxxx],Yersinia[gi|50124xxxx],,Simkania negevensis Z[gi|33648xxxx],,,,,,,
2072,Staphylococcus aureus VET1950S[gi|61707xxxx],Yersinia enterocolitica[gi|16954xxxx],,Chryseobacterium gregarium[gi|65313xxxx],,,,,,,
2073,Staphylococcus aureus VET1956S[gi|61707xxxx],Yersinia enterocolitica[gi|16821xxxx],,Sphaerochaeta pleomorpha[gi|50403xxxx],,,,,,,
2074,Staphylococcus aureus VET1959S[gi|61707xxxx],Luteimonas sp. FCS-9[gi|82530xxxx],,Sphaerochaeta pleomorpha str. Grapes[gi|35935xxxx],,,,,,,
2075,Staphylococcus aureus ZTA09/03576-8HST[gi|61708xxxx],Luteimonas sp. FCS-9[gi|82432xxxx],,Desulfovibrio sp. TomC[gi|75994xxxx],,,,,,,
2076,Staphylococcus aureus ZTA09/03734-9HSA[gi|61708xxxx],Brenneria sp. EniD312[gi|49640xxxx],,Desulfovibrio sp. TomC[gi|73299xxxx],,,,,,,
2077,Staphylococcus aureus ZTA09/03745-9HSA[gi|61708xxxx],Brenneria sp. EniD312[gi|35367xxxx],,[Clostridium[gi|52907xxxx],,,,,,,
2078,Staphylococcus aureus ZTA10/00045-9HST[gi|61708xxxx],Burkholderia cepacia complex[gi|50146xxxx],,Chryseobacterium taiwanense[gi|74632xxxx],,,,,,,
2079,Staphylococcus aureus ZTA10/00047-8HST[gi|61709xxxx],Burkholderia cenocepacia J2315[gi|19803xxxx],,Chryseobacterium taiwanense[gi|74275xxxx],,,,,,,
2080,Staphylococcus aureus ZTA10/00058-8HST[gi|61709xxxx],Enterobacteriaceae[gi|89600xxxx],,Pseudomonas aeruginosa[gi|55379xxxx],,,,,,,
2081,Staphylococcus aureus ZTA10/02412-8HSA[gi|61709xxxx],Janthinobacterium lividum[gi|91753xxxx],,Pseudomonas aeruginosa BWHPSA009[gi|55268xxxx],,,,,,,
2082,Staphylococcus aureus ZTA11/00189-8HSA[gi|61710xxxx],Xanthomonas vesicatoria[gi|74637xxxx],,Burkholderia sp. Ch1-1[gi|49432xxxx],,,,,,,
2083,Staphylococcus aureus[gi|68634xxxx],Xanthomonas vesicatoria[gi|73400xxxx],,Burkholderia sp. Ch1-1[gi|38518xxxx],,,,,,,
2084,Staphylococcus aureus subsp. aureus DR10[gi|37999xxxx],Xanthomonas vesicatoria[gi|73401xxxx],,Chryseobacterium sp. Leaf404[gi|94736xxxx],,,,,,,
2085,Staphylococcus aureus subsp. aureus 71193[gi|38423xxxx],Dickeya[gi|74087xxxx],,Chryseobacterium sp. Leaf404[gi|94525xxxx],,,,,,,
2086,Staphylococcus aureus[gi|44636xxxx],Dickeya solani[gi|69028xxxx],,Sphingobacterium spiritivorum[gi|48909xxxx],,,,,,,
2087,Staphylococcus aureus subsp. aureus ST398[gi|28347xxxx],Dickeya chrysanthemi[gi|71282xxxx],,Sphingobacterium spiritivorum ATCC 33300[gi|22724xxxx],,,,,,,
2088,Staphylococcus aureus subsp. aureus 21331[gi|36523xxxx],Pseudomonas aeruginosa NCMG1179[gi|34605xxxx],,Chryseobacterium angstadtii[gi|86865xxxx],,,,,,,
2089,Staphylococcus aureus 08BA02176[gi|40444xxxx],Pseudomonas aeruginosa M18[gi|34730xxxx],,Chryseobacterium angstadtii[gi|86137xxxx],,,,,,,
2090,Staphylococcus aureus subsp. aureus 112808A[gi|50723xxxx],Pseudomonas aeruginosa MPAO1/P1[gi|37504xxxx],,Chryseobacterium sp. Hurlbut01[gi|91335xxxx],,,,,,,
2091,Staphylococcus aureus S100[gi|52885xxxx],Pseudomonas aeruginosa PAO579[gi|40434xxxx],,Chryseobacterium sp. Hurlbut01[gi|90636xxxx],,,,,,,
2092,Staphylococcus aureus S130[gi|52885xxxx],Pseudomonas aeruginosa 18A[gi|45175xxxx],,Agrobacterium albertimagni[gi|49377xxxx],,,,,,,
2093,Staphylococcus aureus S123[gi|52885xxxx],Pseudomonas aeruginosa PA45[gi|47756xxxx],,Agrobacterium albertimagni AOL15[gi|40774xxxx],,,,,,,
2094,Staphylococcus aureus S94[gi|52885xxxx],Pseudomonas aeruginosa VRFPA02[gi|50072xxxx],,Nitrosomonas europaea[gi|49942xxxx],,,,,,,
2095,Staphylococcus aureus S1[gi|53441xxxx],Pseudomonas aeruginosa PA1R[gi|55771xxxx],,Nitrosomonas europaea ATCC 19718[gi|3013xxxx],,,,,,,
2096,Staphylococcus aureus[gi|74915xxxx],Pseudomonas aeruginosa SCV20265[gi|56736xxxx],,Sphingobacterium sp. IITKGP-BTPF85[gi|54476xxxx],,,,,,,
2097,Caldicellulosiruptor kronotskyensis[gi|50319xxxx],Pseudomonas aeruginosa PA99[gi|60274xxxx],,Sphingobacterium sp. IITKGP-BTPF85[gi|82081xxxx],,,,,,,
2098,Caldicellulosiruptor kronotskyensis 2002[gi|31220xxxx],Pseudomonas aeruginosa PA103[gi|60274xxxx],,Xanthomonas[gi|91772xxxx],,,,,,,
2099,Staphylococcus[gi|55661xxxx],Pseudomonas aeruginosa RB[gi|61986xxxx],,Methylosinus sp. LW4[gi|51707xxxx],,,,,,,
2100,Staphylococcus pasteuri SP1[gi|55603xxxx],Pseudomonas sp. HMSC05H02[gi|76868xxxx],,Haloferula sp. BvORR071[gi|73763xxxx],,,,,,,
2101,Photobacterium iliopiscarium[gi|76989xxxx],Raoultella ornithinolytica[gi|75192xxxx],,Xanthomonas[gi|51542xxxx],,,,,,,
2102,Leptotrichia buccalis[gi|50624xxxx],Raoultella ornithinolytica[gi|75139xxxx],,Thauera sp. SWB20[gi|76005xxxx],,,,,,,
2103,Leptotrichia buccalis C-1013-b[gi|25705xxxx],Janthinobacterium lividum[gi|72253xxxx],,Thauera sp. SWB20[gi|75220xxxx],,,,,,,
2104,Staphylococcus warneri[gi|50517xxxx],Burkholderia contaminans FFH2055[gi|81651xxxx],,Methylovorus sp. MP688[gi|50320xxxx],,,,,,,
2105,Staphylococcus warneri SG1[gi|44342xxxx],Pectobacterium carotovorum[gi|74642xxxx],,Methylovorus sp. MP688[gi|31244xxxx],,,,,,,
2106,Staphylococcus warneri Lyso 1 2011[gi|65994xxxx],Pectobacterium carotovorum subsp. brasiliense[gi|67173xxxx],,Chryseobacterium sp. ERMR1:04[gi|93571xxxx],,,,,,,
2107,Staphylococcus warneri Lyso 2 2011[gi|65995xxxx],Pectobacterium carotovorum subsp. brasiliense[gi|74111xxxx],,Chryseobacterium sp. ERMR1:04[gi|93007xxxx],,,,,,,
2108,Acetobacterium dehalogenans[gi|65125xxxx],Pectobacterium carotovorum subsp. brasiliense[gi|74113xxxx],,Anaplasma centrale[gi|50264xxxx],,,,,,,
2109,Escherichia coli DEC7E[gi|37803xxxx],Trabulsiella guamensis[gi|74032xxxx],,Anaplasma centrale str. Israel[gi|26984xxxx],,,,,,,
2110,Staphylococcus[gi|49959xxxx],Trabulsiella guamensis ATCC 49490[gi|66870xxxx],,Chryseobacterium sp. YR459[gi|83516xxxx],,,,,,,
2111,Staphylococcus haemolyticus JCSC1435[gi|6844xxxx],Xanthomonas arboricola pv. celebensis[gi|66348xxxx],,Leptospira terpstrae[gi|48906xxxx],,,,,,,
2112,Staphylococcus haemolyticus[gi|61093xxxx],Photorhabdus[gi|55294xxxx],,Leptospira terpstrae serovar Hualin str. LT 11-33 = ATCC 700639[gi|47649xxxx],,,,,,,
2113,Staphylococcus aureus subsp. aureus CO-98[gi|64528xxxx],Photorhabdus temperata J3[gi|55087xxxx],,Bordetella hinzii[gi|69640xxxx],,,,,,,
2114,Staphylococcus haemolyticus[gi|69423xxxx],Photorhabdus luminescens[gi|69900xxxx],,Burkholderia sp. lig30[gi|63287xxxx],,,,,,,
2115,Staphylococcus haemolyticus[gi|69423xxxx],Photorhabdus temperata subsp. thracensis[gi|82209xxxx],,Chryseobacterium aquaticum[gi|94731xxxx],,,,,,,
2116,Staphylococcus haemolyticus[gi|80723xxxx],Xanthomonas vasicola[gi|91772xxxx],,Chryseobacterium aquaticum[gi|94409xxxx],,,,,,,
2117,Staphylococcus haemolyticus[gi|81577xxxx],Xanthomonas vasicola[gi|91303xxxx],,Bordetella hinzii CA90 BAL1384[gi|62531xxxx],,,,,,,
2118,Staphylococcus haemolyticus[gi|94176xxxx],Xanthomonas[gi|49936xxxx],,[Clostridium[gi|72442xxxx],,,,,,,
2119,Staphylococcus pettenkoferi[gi|89649xxxx],Xanthomonas citri pv. citri str. 306[gi|2110xxxx],,[Clostridium[gi|77066xxxx],,,,,,,
2120,Bacteroides[gi|67155xxxx],Xanthomonas citri subsp. citri Aw12879[gi|47121xxxx],,[Clostridium[gi|80846xxxx],,,,,,,
2121,Escherichia coli[gi|48614xxxx],Xanthomonas citri pv. citri[gi|83336xxxx],,[Clostridium[gi|80849xxxx],,,,,,,
2122,Escherichia coli P0299483.3[gi|47710xxxx],Stenotrophomonas maltophilia[gi|89652xxxx],,[Clostridium[gi|80851xxxx],,,,,,,
2123,Acidaminococcus[gi|49630xxxx],Comamonas testosteroni[gi|73634xxxx],,Methylovorus glucosotrophus[gi|50631xxxx],,,,,,,
2124,Acidaminococcus intestini[gi|22690xxxx],Comamonas testosteroni[gi|69240xxxx],,Methylovorus glucosetrophus SIP3-4[gi|25398xxxx],,,,,,,
2125,Acidaminococcus intestini RyC-MR95[gi|35027xxxx],Burkholderia thailandensis H0587[gi|58409xxxx],,Chryseobacterium[gi|49511xxxx],,,,,,,
2126,Acidaminococcus sp. HPA0509[gi|51207xxxx],Pseudomonas[gi|55377xxxx],,Chryseobacterium sp. CF314[gi|39808xxxx],,,,,,,
2127,Acidaminococcus intestini CAG:325[gi|52444xxxx],Pseudomonas aeruginosa BL04[gi|55232xxxx],,Trichormus variabilis[gi|49963xxxx],,,,,,,
2128,Acidaminococcus sp. BV3L6[gi|54435xxxx],Pseudomonas sp. AAC[gi|66481xxxx],,Trichormus variabilis ATCC 29413[gi|7570xxxx],,,,,,,
2129,Escherichia coli[gi|48761xxxx],Dickeya zeae[gi|74245xxxx],,Ehrlichia[gi|79693xxxx],,,,,,,
2130,Escherichia coli 2726950[gi|47675xxxx],Burkholderia thailandensis[gi|64499xxxx],,Ehrlichia cf. muris str. EmCRT[gi|78809xxxx],,,,,,,
2131,Algoriphagus vanfongensis[gi|65256xxxx],Burkholderia[gi|49760xxxx],,Chryseobacterium indologenes[gi|92946xxxx],,,,,,,
2132,Sulfurimonas hongkongensis[gi|54487xxxx],Burkholderia sp. 2002721687[gi|77306xxxx],,Chryseobacterium sp. Leaf180[gi|94693xxxx],,,,,,,
2133,Sulfurimonas hongkongensis[gi|53045xxxx],Variovorax[gi|51848xxxx],,Chryseobacterium sp. Leaf180[gi|94513xxxx],,,,,,,
2134,Leptotrichia wadei[gi|51730xxxx],Comamonas testosteroni[gi|48914xxxx],,Ehrlichia ruminantium[gi|49957xxxx],,,,,,,
2135,Leptotrichia wadei F0279[gi|54424xxxx],Comamonas testosteroni KF-1[gi|22071xxxx],,Ehrlichia ruminantium str. Gardel[gi|5841xxxx],,,,,,,
2136,Staphylococcus xylosus[gi|75500xxxx],Stenotrophomonas[gi|91344xxxx],,Ehrlichia ruminantium str. Welgevonden[gi|5841xxxx],,,,,,,
2137,Staphylococcus xylosus[gi|65716xxxx],Stenotrophomonas maltophilia[gi|67429xxxx],,Sediminispirochaeta bajacaliforniensis[gi|52210xxxx],,,,,,,
2138,Geminocystis sp. NIES-3708[gi|77046xxxx],Stenotrophomonas maltophilia[gi|64052xxxx],,Chryseobacterium sp. CF365[gi|73668xxxx],,,,,,,
2139,Clostridium sp. CAG:349[gi|52458xxxx],Stenotrophomonas maltophilia M30[gi|63554xxxx],,Bradyrhizobium japonicum[gi|51747xxxx],,,,,,,
2140,Staphylococcus pettenkoferi[gi|48840xxxx],Stenotrophomonas maltophilia[gi|92268xxxx],,Tolypothrix bouteillei[gi|74023xxxx],,,,,,,
2141,Staphylococcus pettenkoferi VCU012[gi|36523xxxx],Xanthomonas phaseoli[gi|82137xxxx],,Tolypothrix bouteillei VB521301[gi|74444xxxx],,,,,,,
2142,Staphylococcus xylosus[gi|51633xxxx],Xanthomonas phaseoli pv. phaseoli[gi|82104xxxx],,Bradyrhizobium[gi|65468xxxx],,,,,,,
